score,model,setup,experiment,pattern,task_id,prediction,ground_truth
1,qwen3-32B-nonreasoning,B-resolved,E1,P2,exp1-P2-decarbonizing,"The United States and China lead in innovation for green digitalization in the field of heavy-duty road transport, as illustrated by their strong performance in terms of published patent families (Figure 6.3). Between 2000 and 2024, both these two locations were responsible for around 2,100 published patent families. Japan (1,133), Germany (918), and the Republic of Korea (755) complete the top five key research locations worldwide.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
2,qwen3-32B-nonreasoning,B-resolved,E1,P2,exp1-P2-decarbonizing,"China is at the forefront of global patenting activity in low-emission energy sources for heavy-duty vehicles (Figure 3.5). Between 2000 and 2024, China was responsible for almost 17,400 published patent families, based on inventor addresses on published patents. However, it is noteworthy that only 10% of all Chinese patents belong to international patent families with protection extended to two or more countries. This percentage is lower than in all other leading countries. The huge domestic market in China means that many Chinese companies do focus solely on their domestic market and therefore only seek patent protection there. As a result, their inventions are legally protected only within China, which can limit the companies’ ability to expand internationally.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
1,qwen3-32B-nonreasoning,B-resolved,E1,P2,exp1-P2-decarbonizing,"Toyota is the top patent owner both in charging/smart grid technologies and in hydrogen infrastructure. While carmakers and suppliers dominate the ranking in both of the infrastructure categories, some prominent research companies from other industries are also represented. In charging/smart grid technologies, two Chinese utilities, State Grid and China Southern Power, are major players. In hydrogen infrastructure, the three largest global industrial gases companies, Linde, Air Liquide, and Air Products and Chemicals are among the top 15 patent owners.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
1,qwen3-32B-nonreasoning,B-resolved,E1,P2,exp1-P2-decarbonizing,"The United States and China lead in innovation for green digitalization in the field of heavy-duty road transport, as illustrated by their strong performance in terms of published patent families (Figure 6.3). Between 2000 and 2024, both these two locations were responsible for around 2,100 published patent families. Japan (1,133), Germany (918), and the Republic of Korea (755) complete the top five key research locations worldwide.","Canonical M: Let E = {e1, e2, ..., en} be a set of comparable entities and let m be an attribute measured over time. Let v(e, m, t) denote the value of entity e for attribute m at time t. For a shared interval [t_start, t_end], a growth divergence pattern holds when there exist two entities ei and ej such that both entities are measured using the same attribute, aggregation method, start time, and end time, and their absolute gap increases meaningfully over the interval: |v(ei, m, t_end) - v(ej, m, t_end)| > |v(ei, m, t_start) - v(ej, m, t_start)| + epsilon where epsilon >= 0 is a threshold for a meaningful increase in separation. Equivalently, define the pairwise gap between ei and ej at time t as: gap(ei, ej, m, t) = |v(ei, m, t) - v(ej, m, t)| Then growth divergence holds when: gap(ei, ej, m, t_end) - gap(ei, ej, m, t_start) > epsilon All compared entities must use the same attribute..."
0,qwen3-32B-nonreasoning,B-resolved,E1,P1,exp1-P1-decarbonizing,"Patenting activity in low-emission energy sources for heavy-duty road transport has risen sharply over the last 25 years. Taking a closer look at patenting activities in the four key low-emission energy sources (Figure 3.2), it becomes evident that battery research dominates research activities within heavy-duty road transport. The number of published patent families in this field jumped from 137 in 2000 to 3,511 in 2024. Consequently, in 2024, the field of batteries accounted for 73% of all patent families in low-emission energy sources.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,B-resolved,E1,P1,exp1-P1-decarbonizing,"Global patent development in energy infrastructure for heavy-duty road vehicles – encompassing charging, smart grids and hydrogen solutions – skyrocketed, surging from around 280 to over 6,400 published families (Figure 4.1). International patent families (IPFs) show a similar increase, rising from 136 to almost 1,750. However, despite this overall expansion, 2024 saw the first slight decline in patent publications since 2014. This is primarily due to a slowdown in patenting activity in China following years of significant growth, although decreases are also seen in other leading countries, including the United States, Japan, the Republic of Korea and Germany.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
0,qwen3-32B-nonreasoning,B-resolved,E1,P1,exp1-P1-decarbonizing,"Patenting activity in green digitalization for heavy-duty road vehicles has grown faster than patenting in the total sector. Since 2000, annual patenting activity in this field has increased over 3,600%, although this surge began from a relatively low baseline. Recent patent trends indicate that research in green digitalization continues to gain relevance for heavy-duty road transport, with no dip in activity in 2024, unlike in other areas.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E1,"GAN patents show the strongest increase over the past decade. However, this has slowed down recently.","Reference E.text: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021."
1,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E3,"Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023.","Reference E.text: In terms of growth of patent families, image/video- and molecules/genes/proteins- based GenAI patent families increased the most over the last decade (an average annual growth rate of around 45% between 2014 and 2023). Molecules/genes/proteins GenAI patent families have also been the growth leaders in recent years. In contrast, the total number of GenAI patent families based on speech/sound/music data has increased only slightly since 2021 (Figure 24)."
0,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E2,"The number of distinct Japan GenAI patent families increases over time, peaking in 2021, and then decreases in 2022 and 2023.","Reference E.text: In both Japan and the Republic of Korea, speech/voice/music is a very important GenAI mode in terms of patent families. However, patent growth rates differ significantly between the two Asian countries. While the growth of GenAI patent families in the Republic of Korea has been very dynamic across all modes in recent years, Japan's GenAI patent families peaked in 2020/2021 and have been declining since then."
4,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E6,"Figure 24. Patent families in ceramics based on first priority year, 2012–2021. Patent filings related to the use of titanium and titanium dioxide in ceramics have strongly increased since 2012. CAGR2014–2019 = +15%","Reference E.text: Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019."
2,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E1,"Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021.","Reference E.text: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021."
1,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E3,"Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023. There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then.","Reference E.text: In terms of growth of patent families, image/video- and molecules/genes/proteins- based GenAI patent families increased the most over the last decade (an average annual growth rate of around 45% between 2014 and 2023). Molecules/genes/proteins GenAI patent families have also been the growth leaders in recent years. In contrast, the total number of GenAI patent families based on speech/sound/music data has increased only slightly since 2021 (Figure 24)."
5,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E4,"Over the past 10 years, the number of patent families in GenAI has grown from just only 733 in 2014 to more than 14,000 in 2023.","Reference E.text: The significant advances in GenAI are reflected in the sharp increase in patent activity in the field. Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023. There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then. This coincides with the introduction of transformers in 2017."
0,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E1,"distinct GAN patent families increases over time, reaching a peak in 2023, and is described by a non-linear growth trend.","Reference E.text: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021."
2,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,"Patent activity has increased quite steadily since 2012 (compound annual growth rate, CAGR 2014–2019 = +8 percent) (Figure 7), indicating an increasing interest in the topic.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,"Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,"Patent activity has increased since 2012, with a CAGR of +11 percent between 2014 and 2019, which can be explained by the growing demand for electric cars (Figure 29).","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,The number of patent families related to titanium-containing coatings has strongly increased since 2012.,"Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,Patent filing related to the use of titanium and titanium dioxide in medical technology has strongly increased since 2012.,"Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
2,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,"Patent activity shows a growing interest in titanium-based coatings, with a CAGR of +23 percent between 2014 and 2019","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,"The set of results for patent families regarding titanium dioxide and titanium used in the field of water treatment contains 719 active families. Patent activity shows an increasing interest since 2012, with a CAGR of +25 percent between 2014 and 2019 (Figure 49).","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,The number of patent families related to titanium-containing coatings has strongly increased since 2012.,"Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-ilmenite,"Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"While the growth of GenAI patent families in the Republic of Korea has been very dynamic across all modes in recent years, Japan's GenAI patent families peaked in 2020/2021 and have been declining since then.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
1,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,Patent publications in GANs outnumber patents in other models in all the top inventor locations.,"Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E5,"In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023","Reference E.text: Primary excerpt: In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. Turning-point excerpt: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021. Note: P1-E1 and P1-E5 are entity-specific projections of the same turning-point source passage."
0,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E4,"2014,733 2015,880 2016,1023 2017,1518 2018,2586 2019,4941 2020,7884 2021,9626 2022,11629 2023,14078","Reference E.text: The significant advances in GenAI are reflected in the sharp increase in patent activity in the field. Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023. There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then. This coincides with the introduction of transformers in 2017."
4,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E5,"In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023","Reference E.text: Primary excerpt: In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. Turning-point excerpt: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021. Note: P1-E1 and P1-E5 are entity-specific projections of the same turning-point source passage."
2,qwen3-32B-nonreasoning,C,E3-M,P1,exp3-P1-fold1,"A pattern where the count of patent families for a specific domain or technology increases significantly over time, characterized by a high compound annual growth rate (CAGR) or average annual growth rate (AAGR), and often accompanied by a notable surge in activity starting from a specific year.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E3-T,P1,exp3-P1-fold1,"Patent families related to a specific domain or technology exhibit a sharp and sustained increase in count over time, often marked by a high compound or average annual growth rate. This growth is typically associated with a technological milestone or innovation that catalyzes a surge in activity from a certain year onward.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,qwen3-32B-nonreasoning,C,E3-M,P1,exp3-P1-fold1,"A pattern where the count of a specific type of patent family (e.g., GenAI, titanium in ceramics) exhibits a sharp increase or high growth rate over a defined time period, often with a notable acceleration in growth after a certain year. The growth is typically described using a compound annual growth rate (CAGR) or average annual growth rate (AAGR), and the pattern may involve a comparison of growth rates across different categories or technologies.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
2,qwen3-32B-nonreasoning,C,E3-T,P1,exp3-P1-fold1,"The pattern describes a notable and accelerating increase in the count of a specific type of patent family over a defined time period, often with a high average annual growth rate (AAGR) or compound annual growth rate (CAGR). It may highlight a particular technology or category as a growth leader and sometimes includes a comparison with other categories to emphasize differences in growth trends.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"While the growth of GenAI patent families in the Republic of Korea has been very dynamic across all modes in recent years, Japan's GenAI patent families peaked in 2020/2021 and have been declining since then.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"However, this has slowed down recently.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-genAI,"There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
2,qwen3-32B-nonreasoning,C,E3-M,P1,exp3-P1-fold2,"A pattern where the growth of a specific metric accelerates after a certain year, followed by a significant increase in another related metric.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E3-T,P1,exp3-P1-fold2,"A shift in technological focus is observed, where patent activity for an earlier dominant technology declines after a peak year, while another emerging technology experiences a significant growth in patent activity in the following years.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
2,qwen3-32B-nonreasoning,C,E3-M,P1,exp3-P1-fold2,"A pattern where the count of a specific type of patent family increases significantly over a defined period, potentially following a slowdown or peak in earlier years.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E3-T,P1,exp3-P1-fold2,"A pattern where a specific type of patent family initially experiences growth or dominance, followed by a slowdown or peak, and is then overtaken or replaced by another type of patent family that shows rapid growth in subsequent years.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
